,id,identifier,formula,polar_spg
364,66338f315e0d7b83008781d0,mp-1078724,LiAsSe2,Cc
365,66338f315e0d7b83008781d8,mp-744832,V3HPb5O13,P6_3
366,66338f325e0d7b83008781e4,mp-541520,KV3(SeO6)2,P6_3
367,66338f325e0d7b83008781e8,mp-542117,Cd3Se3O10,P2_1
368,66338f325e0d7b83008781f0,mp-18073,K7TaAs4,Pmn2_1
369,66338f335e0d7b83008781fc,mp-1221153,Na4Sr2SiP4,Cc
370,66338f335e0d7b8300878208,mp-1220783,Na5SrNbP4,Cc
371,66338f335e0d7b8300878214,mp-557728,KCu4AsS4,P2_1
372,66338f345e0d7b8300878218,mp-13666,Ti(PS3)2,Fdd2
373,66338f345e0d7b830087821c,mp-38322,Mg(IO3)2,P2_1
374,66338f355e0d7b8300878244,mp-11925,RbTa(CuSe2)2,Ama2
375,66338f355e0d7b8300878248,mp-554994,Ta2Tl3Cu3S8,C2
376,66338f355e0d7b830087824c,mp-12459,Ag3PS4,Pmn2_1
377,66338f365e0d7b8300878258,mp-6599,KNb(CuSe2)2,Ama2
378,66338f365e0d7b8300878278,mp-29163,Ag2TeS3,Cc
379,66338f385e0d7b83008782a4,mp-1216363,VCu3(SeS)2,Cmm2
380,66338f385e0d7b83008782a8,mp-8393,Tl3SbS3,R3m
381,66338f385e0d7b83008782bc,mp-34857,KNO2,Cm
382,66338f395e0d7b83008782c8,mp-1207108,BaAlGeH,P3m1
383,66338f395e0d7b83008782cc,mp-978852,SrGaSnH,P3m1
384,66338f13b66c0740a5940b76,mp-761037,Hg(ClO3)2,P2_1
385,66338f215e0d7b8300877f70,mp-1245535,CdGeN2,Pna2_1
386,66338f285e0d7b830087806c,mp-756156,Rb2ZrO3,Cmc2_1
387,66338f2b5e0d7b83008780f4,mp-1029262,VZn2N3,Cmc2_1
388,66338f385e0d7b83008782b0,mp-625136,CsHO,Cmc2_1
389,66338eddb66c0740a5940786,mp-625801,Sr(H8O5)2,Cc
390,66338eddb66c0740a594078a,mp-6748,Cs2Ti(Si2O5)3,Cc
391,66338ee0b66c0740a59407d2,mp-1192933,CsAlSiO4,Pna2_1
392,66338ee1b66c0740a59407e2,mp-1228775,Ba3WO6,P1
393,66338ef4b66c0740a5940816,mp-1220034,PHPbO4,Pc
394,66338ef5b66c0740a594081e,mp-28295,CsIO3,Pmn2_1
395,66338ef5b66c0740a5940822,mp-1540546,RbPbF3,R3c
396,66338ef5b66c0740a594082e,mp-1218382,Sr4Bi2O,I4mm
397,66338ef6b66c0740a594083e,mp-570935,LiI,P6_3mc
398,66338ef6b66c0740a5940842,mp-1066781,BrCl,Cmc2_1
399,66338ef6b66c0740a5940846,mp-1039,MgTe,P6_3mc
400,66338ef7b66c0740a594085e,mp-1201177,CaB4(H10N)2,Aea2
401,66338ef7b66c0740a5940866,mp-540995,Rb5Nb3OF18,I4cm
402,66338ef8b66c0740a594087e,mp-1181782,CuReO4,I4_1cd
403,66338ef9b66c0740a5940886,mp-1199892,RbGeB3O7,Pna2_1
404,66338efab66c0740a59408a6,mp-676313,RbMo3Br7,Cc
405,66338efab66c0740a59408aa,mp-27313,NbSeF9,R3
406,66338efab66c0740a59408ae,mp-1194867,CaB3HO6,Pna2_1
407,66338efcb66c0740a59408da,mp-650960,Hf(ClO4)4,Cc
408,66338efcb66c0740a59408de,mp-1228599,Al3BC3,P6_3cm
409,66338efdb66c0740a59408ea,mp-560632,NaGaSiO4,P6_3
410,66338efdb66c0740a59408f6,mp-1218894,Sr10P6O25,P3
411,66338efdb66c0740a59408fa,mp-690977,NaP3(PbO3)4,P6_3
412,66338efdb66c0740a59408fe,mp-17685,Li3GaGeO5,Pna2_1
413,66338efeb66c0740a5940902,mp-1223607,KAs3(PbO3)4,P6_3
414,66338efeb66c0740a594090a,mp-1029652,Y3Si6N11,P4bm
415,66338efeb66c0740a5940912,mp-560167,KV3Cd4O12,Cc
416,66338efeb66c0740a594091a,mp-1221016,NaV3(PbO3)4,P6_3
417,66338effb66c0740a5940926,mp-6765,Li3AlGeO5,Pna2_1
418,66338effb66c0740a5940932,mp-1219122,RbV3Cd4O12,Cc
419,66338f00b66c0740a5940946,mp-757115,KSb5O13,Ama2
420,66338f01b66c0740a594095a,mp-555076,KNaSnF6,Pna2_1
421,66338f02b66c0740a5940972,mp-23480,Bi2WO6,Pca2_1
422,66338f02b66c0740a594097e,mp-1216943,TiNb(PO4)3,R3c
423,66338f04b66c0740a594099e,mp-769152,Sc(ClO4)3,R3c
424,66338f04b66c0740a59409aa,mp-23334,Bi2TeO5,Aem2
425,66338f05b66c0740a59409be,mp-639714,TlVTeO5,Pna2_1
426,66338f05b66c0740a59409c2,mp-28244,TlBO2,P4_1
427,66338f05b66c0740a59409ce,mp-1223560,KH2(IO3)3,P1
428,66338f06b66c0740a59409ea,mp-5116,K6Ge2O7,Pc
429,66338f06b66c0740a59409ee,mp-28922,Ca2Si5N8,Cc
430,66338f07b66c0740a59409fa,mp-6057,TlSnPS4,Pna2_1
431,66338f07b66c0740a5940a02,mp-16839,Na3WN3,Cc
432,66338f08b66c0740a5940a0e,mp-7324,KBePO4,Pna2_1
433,66338f09b66c0740a5940a26,mp-24390,CaPHO4,P1
434,66338f09b66c0740a5940a36,mp-18463,RbZnPO4,P2_1
435,66338f0ab66c0740a5940a42,mp-1216944,TiNb6Tl2O18,C2
436,66338f0ab66c0740a5940a4a,mp-11670,BaYSi4N7,P6_3mc
437,66338f0bb66c0740a5940a7a,mp-1218879,Sr2Al2SiO7,P2_1
438,66338f0cb66c0740a5940a8a,mp-568638,Y3CuSiSe7,P6_3
439,66338f0cb66c0740a5940a8e,mp-4309,BaGa4S7,Pmn2_1
440,66338f0cb66c0740a5940a96,mp-12797,BaBe2Si2O7,Pmn2_1
441,66338f0eb66c0740a5940ac6,mp-8389,Na6ZnS4,P6_3mc
442,66338f0fb66c0740a5940ae6,mp-1147626,K6ZnSe4,P6_3mc
443,66338f0fb66c0740a5940aea,mp-1147618,K6ZnS4,P6_3mc
444,66338f0fb66c0740a5940af2,mp-7664,Na6ZnO4,P6_3mc
445,66338f0fb66c0740a5940afa,mp-28361,Al2CdCl8,Pc
446,66338f10b66c0740a5940b0a,mp-1224100,K4Ba2SnSb4,Cc
447,66338f10b66c0740a5940b0e,mp-1223894,K5BaTaP4,Cc
448,66338f10b66c0740a5940b1a,mp-1191206,K6HgSe4,P6_3mc
449,66338f11b66c0740a5940b32,mp-1223953,K5BaNbAs4,Cc
450,66338f11b66c0740a5940b36,mp-1221207,Na4Ca2SiP4,Cc
451,66338f12b66c0740a5940b3e,mp-1190450,NaNbSe2O7,Cmc2_1
452,66338f12b66c0740a5940b42,mp-863678,KZn4(SbO4)3,R3
453,66338f12b66c0740a5940b4a,mp-27809,Ba(GeP)2,P4_2mc
454,66338f12b66c0740a5940b4e,mp-1219627,RbAs4(HO4)3,P1
455,66338f12b66c0740a5940b52,mp-1219573,SbH7F12,C2
456,66338f13b66c0740a5940b66,mp-556653,Cd2BiAsO6,Cmc2_1
457,66338f13b66c0740a5940b6e,mp-557070,Ca2BiAsO6,Cmc2_1
458,66338f13b66c0740a5940b7e,mp-558102,KLiSi2O5,P2_1
459,66338f1d5e0d7b8300877ee8,mp-864638,Ba2InBiS5,Cmc2_1
460,66338f1e5e0d7b8300877f00,mp-1219784,Rb2Ti(WO4)3,C2
461,66338f1e5e0d7b8300877f04,mp-1219606,RbSbMoO6,Ima2
462,66338f1e5e0d7b8300877f0c,mp-675779,Li2Mo3S4,P1
463,66338f1e5e0d7b8300877f14,mp-510293,Pb3SeO5,Cmc2_1
464,66338f1f5e0d7b8300877f2c,mp-28918,Sb2WO6,P2_1
465,66338f205e0d7b8300877f40,mp-9212,NaAlO2,Pna2_1
466,66338f205e0d7b8300877f48,mp-557856,BCl(OF2)2,Cc
467,66338f205e0d7b8300877f50,mp-3677,MgSiN2,Pna2_1
468,66338f205e0d7b8300877f60,mp-28007,BaHgS2,Pmc2_1
469,66338f205e0d7b8300877f64,mp-27367,SeOF2,Pca2_1
470,66338f215e0d7b8300877f74,mp-1210797,Li2MgGeO4,Pmn2_1
471,66338f225e0d7b8300877fa0,mp-1189451,BeCN2,Pna2_1
472,66338f245e0d7b8300877fd8,mp-7913,BeSiN2,Pna2_1
473,66338f245e0d7b8300877fdc,mp-756044,Na3AsO4,Pmn2_1
474,66338f245e0d7b8300877fe8,mp-569450,LiB6C,Amm2
475,66338f255e0d7b8300878000,mp-1189171,Zn2NCl,Pna2_1
476,66338f255e0d7b8300878008,mp-11582,LiGaSe2,Pna2_1
477,66338f255e0d7b8300878018,mp-567278,Sr(Si3N4)2,Imm2
478,66338f265e0d7b8300878024,mp-30532,Tl2ZnI4,P2_1
479,66338f265e0d7b8300878028,mp-30294,Sr2SnS4,Ama2
480,66338f265e0d7b8300878038,mp-28111,K3NO3,I4cm
481,66338f265e0d7b830087803c,mp-1540000,BaGaH5,Pmn2_1
482,66338f275e0d7b8300878044,mp-1103527,BaBClF4,Pmn2_1
483,66338f275e0d7b8300878048,mp-867334,KYGeS4,P2_1
484,66338f275e0d7b830087805c,mp-20496,Ga2PbO4,Ama2
485,66338f285e0d7b8300878070,mp-556866,Ag2HgSI2,Cmc2_1
486,66338f295e0d7b830087808c,mp-9900,Ag2GeS3,Cmc2_1
487,66338f295e0d7b8300878090,mp-867336,K2SrCdSb2,Pmc2_1
488,66338f295e0d7b8300878094,mp-5707,CsAsF4,P2_1
489,66338f2b5e0d7b83008780d8,mp-643009,SrMgH4,Cmc2_1
490,66338f2c5e0d7b8300878108,mp-553374,Cs4Sb2O5,Cm
491,66338f2c5e0d7b830087810c,mp-552663,LiScAs2O7,C2
492,66338f2c5e0d7b8300878114,mp-755478,CdBiO3,R3
493,66338f2c5e0d7b8300878118,mp-7449,Cs2Se3,Cmc2_1
494,66338f2d5e0d7b8300878138,mp-998555,InSnBr3,R3c
495,66338f2d5e0d7b8300878144,mp-546285,NbI3O,C2
496,66338f2e5e0d7b8300878160,mp-1078908,Ca2CdP2,Cmc2_1
497,66338f2e5e0d7b830087816c,mp-555874,LiAsS2,Cc
498,66338f2f5e0d7b8300878170,mp-550070,NbBr2O,C2
499,66338f2f5e0d7b8300878184,mp-696736,RbBe2F5,P1
500,66338f305e0d7b83008781a4,mp-22988,CsGeCl3,R3m
501,66338f315e0d7b83008781bc,mp-979137,SrGaSiH,P3m1
502,66338f325e0d7b83008781f4,mp-863374,BiTeO4,Cc
503,66338f335e0d7b8300878204,mp-1191811,BaZnTe2O7,Ama2
504,66338f335e0d7b830087820c,mp-755492,NaCuP2O7,Cc
505,66338f345e0d7b8300878234,mp-6376,KV(CuS2)2,Ama2
506,66338f355e0d7b8300878238,mp-6013,KTa(CuSe2)2,Ama2
507,66338f355e0d7b830087823c,mp-567177,KNb(AgSe2)2,Ama2
508,66338f355e0d7b8300878240,mp-12364,BaCu2SnSe4,Ama2
509,66338f365e0d7b8300878260,mp-27821,Ag3P11,Cm
510,66338f365e0d7b8300878270,mp-1103351,Na4Mg(SiSe3)2,C2
511,66338f375e0d7b830087827c,mp-10796,HgSeO4,Pmn2_1
512,66338f375e0d7b8300878280,mp-1101755,GePtS,Pca2_1
513,66338f375e0d7b8300878294,mp-36262,BrO2F,Cc
514,66338f385e0d7b83008782ac,mp-7684,Tl3AsSe3,R3m
515,66338f385e0d7b83008782b8,mp-6980,ScCuS2,P3m1
516,66338f395e0d7b83008782d0,mp-571093,BaAlSiH,P3m1
